**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

2.42442601951470632E-07 
1.35216676776017415E-06 
-1.40330545581122607E-06 
-5.63985382347385973E-08 
-1.30471739726662094E-05 
-2.75242225650442798E-06 
3.33094720376559239E-06 
7.29257532949221512E-06 
6.25478264913471538E-06 
-3.44105861654825794E-06 
-6.22631104313775671E-06 
-7.45703446487226077E-07 
2.63035195340011754E-06 
4.23905670865677905E-06 
5.49407394095809968E-06 
-2.28124221956010796E-06 
2.05848695864125369E-06 
7.69244024658113567E-06 
-5.09562673660981668E-06 
2.03064505675070630E-06 
-1.89640002724042623E-06 
-1.20730187149675668E-05 
1.81368650632200472E-06 
-2.63196508994267128E-06 
6.12496576078741697E-07 
3.33956830763685621E-06 
-1.73868522358062737E-06 
5.17695486395178954E-07 
-2.41525450040475342E-07 
-4.72990171316791411E-06 
-1.40816284726000305E-06 
-4.58913149750698738E-07 
2.98799360526174632E-06 
3.76833883815026878E-06 
-5.86507676436764953E-06 
2.68678047129786701E-06 
6.35599555126686140E-06 
-2.42143738287960146E-06 
-7.76855467739242767E-07 
-1.20661491624339970E-06 
2.86237725016315185E-06 
1.58682990419703135E-06 
-1.19584565080562321E-05 
1.19883017754553189E-04 
-1.44071898894602937E-05 
8.99364442758274688E-07 
-2.81211097941184929E-06 
1.36272671649676177E-06 
1.37495752918176650E-07 
-1.70151566086325425E-06 
1.61955902617390554E-06 
4.17720295408850597E-07 
5.32839633652937032E-07 
-6.83757781566280674E-07 
8.27048390108633213E-07 
-4.89965190956014755E-07 
2.68732893181912883E-07 
-9.89494526709291052E-07 
-2.34926845850178950E-07 
1.35788629494374356E-07 
3.20166690774349048E-07 
3.79960084975567771E-07 
-2.64380096771100910E-07 
3.10519796605775893E-07 
2.72663222501647794E-07 
-1.09758724258438542E-07 
-9.75517886578575328E-08 
-4.36171481097322252E-08 
-7.70810805016967862E-06 
-3.46891292022068788E-06 
4.64055865077218452E-05 
1.50331687869395092E-04 
-7.61027555577125704E-05 
1.50292433864004568E-04 
2.76185310338806275E-04 
-8.88045584203668310E-05 
3.48293478204322936E-04 
1.92228521801198756E-04 
-7.01467848965231120E-04 
7.45052978860044623E-04 
-5.03604784891227802E-04 
5.61684960199700903E-04 
-2.36613993134394783E-04 
-1.86405188956155086E-04 
-1.41265900737112268E-04 
1.14171482378986775E-03 
-2.71168439135468023E-04 
-6.43409875852443908E-04 
9.67426963317043908E-05 
2.39602295951008709E-03 
2.93886881374557599E-03 
1.06510616720125232E-03 
1.26273177389195444E-03 
-7.01740673362300258E-05 
-1.79194653253721874E-03 
2.97366473631062889E-04 
-2.08939773854491728E-03 
1.86340436221475031E-03 
-3.27613294347802570E-04 
2.10029665957726306E-04 
7.76668606372816974E-04 
3.43515468477146582E-04 
8.14984724816180642E-05 
-2.89039676079150775E-04 
-1.22419907975958845E-04 
-4.13373362897447364E-04 
3.91180077168462570E-04 
-4.69673972532593019E-04 
-1.37135256152377041E-04 
-7.11983208423109355E-05 
-8.39325519966426176E-05 
4.83480320002455035E-05 
-1.46456199735173085E-04 
-1.40121097742746879E-05 
-6.53670754298008834E-06 
2.96940421262902226E-05 
-2.70642110595755415E-05 
4.06585029461365907E-05 
-1.00283102674650346E-04 
5.21185392686644776E-05 
-2.55043505603787249E-05 
-7.19543304970968623E-05 
9.85649130319922627E-06 
-1.61810034858156466E-05 
-1.42371441593125825E-05 
-4.66043139936488202E-05 
1.23041977900843557E-05 
2.57762429178829238E-05 
-2.64402859746755919E-05 
6.20740359451361250E-05 
6.70421207613735838E-05 
5.08400155706563275E-06 
1.14535625959241509E-05 
-1.64696640826840265E-05 
-2.70550900724169502E-05 
-1.73565387056397190E-05 
-5.38381740149749796E-06 
1.35996354045697917E-05 
2.53853956493428051E-05 
-2.34173790655743800E-05 
-7.62170790713537895E-06 
1.08950173078378935E-05 
-1.02401826069727255E-05 
2.83732793784705914E-05 
3.16003881831832927E-05 
-2.38417971961017385E-05 
5.81807096586439020E-06 
3.13464950421282222E-05 
-3.14482502121143040E-07 
-1.72819054247459403E-05 
1.90766242080636098E-05 
-4.86349394231330451E-07 
1.07935128776255284E-06 
-2.20469619562436537E-05 
1.21345153800138049E-05 
-1.30381642964818669E-05 
5.95782411853999492E-06 
3.11368992119410195E-06 
4.06967336550019331E-07 
-4.07853723715792704E-06 
-2.26372139269764785E-07 
1.03738849865882223E-06 
1.75148308179669422E-06 
6.19675694296615795E-07 
5.25940294474757908E-06 
4.82472889454947677E-06 
-9.54645309544760841E-06 
-1.96955766267543901E-06 
1.11499093909626251E-06 
-7.06040622923267045E-06 
5.34331948226202063E-06 
6.65486431078939483E-06 
-3.02475977638585349E-08 
9.97346643919425537E-07 
5.99954876174236187E-08 
1.07340996536925936E-06 
1.89348321002747096E-07 
-1.84244613394877737E-06 
-6.51180750188304038E-06 
6.06883170098137955E-08 
3.44885425597768513E-06 
-6.27348578339339550E-07 
3.22495204973231256E-06 
-2.19899453955518290E-06 
3.46137570743379488E-06 
1.71945231869464987E-06 
-2.38555122776950093E-06 
-4.48632290183566375E-06 
1.64556170369054785E-07 
-1.88001892735452918E-06 
3.26480900653978733E-06 
1.35619670857027547E-06 
-2.27053983459403181E-06 
-2.44566584985503512E-06 
2.89053405132663715E-06 
-1.14554715439094238E-06 
-3.64002268020949326E-06 
-8.57423526472542042E-07 
-6.61471062409969658E-07 
8.33218175121906666E-07 
-6.83770014066251938E-07 
1.81208062174788889E-06 
-1.44071898894602937E-05 
1.08965033738606551E-04 
-1.21506805462287734E-05 
-1.07277549106454248E-07 
-3.41764647500326037E-08 
5.56957653370928581E-07 
-1.09020785295753905E-06 
-5.80599161074789831E-08 
5.48273440708673831E-07 
6.21034952717919834E-07 
2.74167782490326224E-07 
4.19634360605339553E-07 
3.81575882860277840E-07 
-6.03484921376050506E-07 
1.17191895340097459E-06 
-1.42865515968231098E-07 
5.10931618845584405E-08 
-1.36868248061036011E-08 
-5.37705073104100491E-07 
6.82175444808363671E-08 
-6.80201318866570589E-07 
3.34233258710141923E-08 
-2.21360565054530264E-08 
2.29786093960950107E-08 
-4.90182004191684105E-09 
1.77578070776233792E-06 
-5.81039878001416823E-07 
4.89132453425468621E-06 
7.36706860109590894E-05 
1.99914324884239585E-04 
-7.36751993922833259E-05 
-2.97367340560131407E-04 
-6.54441090414578755E-05 
4.53195854967524309E-06 
6.69670655442284788E-04 
-6.25261333276643563E-05 
-4.13381820445044360E-04 
-6.85706967728112932E-04 
1.36740383729643379E-04 
2.30121349012037005E-04 
6.78674054833974479E-04 
-3.68159449894335826E-04 
1.08462890969084806E-03 
9.69281677509062204E-04 
-3.59885922323685157E-03 
-6.04764390625967809E-04 
3.23304855898792418E-03 
5.69208635183249614E-04 
-1.20938848951966397E-04 
1.75035138707194181E-03 
3.48283909970549142E-03 
5.57688028353266652E-04 
-1.40551293709744699E-03 
4.62763101685962155E-04 
1.27213471889059298E-05 
5.73543892838024468E-04 
-8.28934591979924094E-05 
-4.88432843616987480E-04 
1.08559689451718979E-03 
4.21547440694079788E-04 
3.52499537409941839E-04 
2.14055622919721857E-05 
-1.62543486876132203E-04 
3.96373834390350210E-04 
3.44501933588968327E-04 
3.15965806686102711E-04 
-3.65559360183269836E-06 
-5.03680677063048803E-04 
4.13809582521062591E-05 
2.41562651651828719E-05 
-1.76901268769787567E-05 
-3.77031700648864572E-05 
1.21453469341184140E-04 
-1.49594006907926747E-05 
1.18779892999905395E-04 
-5.16865086622607354E-05 
-4.17619053265945366E-05 
8.35972250280059466E-06 
5.87135358464140324E-05 
-1.11727309221215009E-04 
3.75538143481121076E-05 
4.32727597462116164E-05 
3.08432200484623373E-05 
4.18562089741913860E-05 
-3.20983721153429100E-05 
2.76542078338068457E-05 
-3.49573531768168299E-05 
2.32189377414841074E-05 
4.60247368143403674E-07 
-4.37751189795864931E-06 
2.14379976954970679E-05 
2.46644084481365085E-05 
-9.18215346714302217E-06 
-1.17056668171830445E-05 
1.07396074424224663E-05 
-1.56578662716957069E-06 
-7.50950103135657788E-06 
9.55384724681892456E-06 
1.14193947973704380E-05 
-7.68858531611804426E-06 
1.71635272190278535E-07 
1.81195318307754099E-05 
1.13273341262853183E-05 
1.33369728347901461E-05 
-2.93868388787335790E-06 
-1.43335110417320438E-05 
-2.51807706350550705E-05 
7.99342364952572298E-06 
-7.18940210025517856E-06 
-2.21349408737872358E-06 
3.37405511232855945E-07 
-1.32272952111277199E-05 
4.75937223553416427E-06 
-4.70833014510683189E-06 
8.94249479786281805E-07 
3.07243949826421534E-06 
9.58604244324707073E-07 
-5.71801836378289386E-06 
1.92244010141698426E-06 
-5.81942531094927940E-07 
-1.73425138337267819E-06 
1.56008580540419490E-05 
1.16739572478160522E-07 
6.33756929950397001E-06 
-2.94677970498867609E-07 
1.51816582589850729E-05 
-6.68786468115165707E-06 
3.83697205438075943E-06 
-6.42408931281659759E-06 
7.76734807226680484E-07 
1.19871922502538115E-06 
7.90863770424273206E-06 
-1.36383910984616650E-06 
4.16550306150582029E-06 
-2.68095338086124670E-06 
9.36978575569016133E-06 
-6.71353507967637895E-07 
-1.53470601836792392E-07 
1.56462527864769902E-06 
9.03672938457112900E-06 
-9.28331605332037710E-07 
-5.24172436065079193E-06 
3.68240192989965042E-06 
-5.26409834936804298E-07 
2.54591689390634116E-06 
-9.62590414792195887E-07 
1.86014469127954607E-06 
9.25856067090518368E-07 
1.86834322669571990E-06 
-1.86814169705070965E-06 
-9.12848734895958349E-07 
1.05976354223301230E-06 
-2.18159515083438969E-07 
2.28397615291790881E-06 
1.13707172797666702E-06 
-2.00688935339740375E-06 
1.94944243993399806E-06 
-1.05300628941226424E-06 
8.26918223362733504E-07 
8.99364442758274688E-07 
-1.21506805462287734E-05 
8.55826704638847367E-05 
-1.29878565116794942E-05 
-5.96661431097081834E-07 
1.88736597552754297E-06 
-1.48034352439704770E-06 
-1.29258354617457285E-07 
-2.10038051265818623E-07 
1.30327393341116003E-06 
6.83801924137546305E-07 
7.86242692942966790E-07 
-3.63295103630802113E-07 
3.02056985270055823E-07 
-3.87045075358409753E-07 
8.20188441395349872E-07 
-4.22155538070683712E-07 
-3.78628088836375045E-07 
3.13329627943909823E-08 
5.77118981885089481E-07 
3.70075770373558574E-07 
-1.71928775652104443E-07 
-4.85589216524862044E-08 
3.14854359481530012E-08 
3.65272233318060609E-08 
4.79195662956846936E-06 
-1.31961883874892787E-06 
-8.33018249218893399E-06 
-2.39065920006710099E-05 
-4.45500932125204646E-05 
-2.59403791771983653E-04 
2.07683565758885958E-04 
-2.59437820331360027E-04 
-1.32724401105688074E-05 
-4.22082068112131605E-04 
2.28173613270462678E-04 
8.01988575646389069E-04 
-6.10967129215242584E-04 
1.26663109348863816E-04 
3.41914631174502820E-04 
-3.65605889726319821E-04 
-7.19219692911970097E-04 
1.14097949273073065E-03 
-1.82818249983084685E-05 
2.00152135110317347E-03 
-3.40168544799787686E-03 
6.32997999631543674E-03 
2.84657015940079430E-03 
2.14748999590593604E-04 
-1.84454044721821372E-04 
8.74641223955263843E-04 
4.46153402444152489E-05 
1.87565147299930578E-04 
9.39977756343410851E-05 
-1.13814993105328089E-03 
-4.65500584309725752E-04 
6.52055614371902545E-04 
-1.73275147837445028E-04 
-7.55656295152856965E-05 
1.73328328146932784E-03 
5.99462460986784919E-04 
6.78650413996320884E-04 
2.65321399086565935E-04 
-1.03454855738941429E-03 
-4.46143572191442855E-04 
3.84495667576777167E-04 
6.28832167770679577E-04 
5.50989768684372982E-04 
5.86877328648425245E-05 
1.24195941689818882E-04 
7.48905618724700963E-05 
1.22822490680053444E-04 
-1.11452311505186340E-04 
-1.28609310501626704E-04 
-1.45280321641268949E-04 
2.55182807065178499E-05 
2.51348202560855330E-04 
5.49692826540790924E-05 
8.59870636499800740E-06 
7.40617250449166099E-05 
3.15272721792127667E-05 
-3.99426836475826817E-05 
-6.83088053784668918E-06 
3.47669117492739856E-05 
7.53516223617479022E-07 
4.37398182640139780E-06 
5.18011768400300810E-05 
3.10227864044382073E-05 
8.60758299475276528E-06 
1.80129985554268183E-05 
1.20828007268088132E-05 
-1.14659112959465489E-05 
-6.35694593025741038E-06 
2.48094213042005573E-05 
1.47540872355205613E-05 
7.00199579943690899E-05 
5.18099858728630401E-06 
2.54118045833959665E-06 
1.22662863465424526E-05 
-1.11975094767458744E-05 
4.10445033810755673E-05 
1.70377890435155512E-06 
1.40075919379071581E-05 
-5.38019698057076999E-06 
-3.13005770312992203E-06 
3.13435890371900445E-06 
-2.01244106690050200E-05 
1.04276777254860170E-05 
3.77948202721421051E-05 
1.06098478537423510E-05 
1.69055613809289983E-05 
-2.55848855467197759E-05 
-4.87622960379370537E-06 
5.50248152871489555E-07 
4.99437224247180486E-06 
-3.85809732630969409E-06 
-5.05298184439983295E-06 
2.85402734038529303E-06 
-5.96598927017469480E-07 
-3.90053200340552752E-06 
6.51753614979883213E-06 
-1.43348486707671765E-06 
1.15042465827717627E-05 
2.45843758004640056E-07 
-2.23087891996807181E-06 
-1.12768692878347286E-05 
8.32069419987580966E-06 
-2.87224412066274374E-06 
9.68628844371257284E-06 
1.90886596951417331E-06 
-2.13802900772107151E-06 
-2.25640998789765378E-06 
-1.61836832234480478E-06 
-4.07693513792222805E-06 
5.99277229763728495E-06 
-1.74423754995871372E-06 
3.00698503123801137E-06 
3.67553741890643558E-06 
-5.34280806956357449E-06 
2.01535671987421257E-06 
2.21725777435139063E-06 
3.31313784485399148E-06 
2.36051056728338451E-07 
-1.93144704007872304E-06 
-2.18243746741816113E-07 
-3.35981305595629801E-07 
5.54600976825124839E-06 
-2.76648041012493311E-06 
-1.60541960336611239E-06 
1.70414964739279577E-06 
8.42751288535728023E-07 
6.12605028918009877E-06 
1.10872228412188171E-06 
-2.18982670470038663E-06 
6.97605479093100114E-07 
-4.61338837096678160E-07 
2.67626696593714987E-07 
-1.25868158205925039E-06 
-6.41116897723214180E-07 
-2.81211097941184929E-06 
-1.07277549106454143E-07 
-1.29878565116794942E-05 
1.19618646543413743E-04 
-1.50021129066588620E-05 
5.61319299705056088E-07 
-3.03571168760079311E-07 
-3.91023519077684565E-09 
-1.07844559438748383E-06 
-4.99607514241800371E-07 
1.20914206095956476E-06 
-4.40885232159295387E-07 
9.09669350235255821E-07 
4.25931889706371929E-07 
-5.61253559618265673E-07 
2.85348672661133989E-07 
3.84885329026028685E-07 
-7.72285645625364339E-08 
1.69577102976809945E-07 
-7.89334652702566107E-08 
-1.24229584149228459E-07 
6.94167629365449033E-08 
-6.95591632047857826E-08 
1.85169167706198135E-07 
-4.01127678176345629E-08 
-5.79959083472992378E-06 
-4.80226747103399212E-05 
6.28006158032372688E-05 
1.12399490124889017E-04 
5.37202283447962107E-05 
1.57999449969449128E-04 
-7.40001021385325353E-06 
3.07396456252912603E-04 
-7.07002398450711015E-05 
-1.74411965639435757E-04 
7.48422006854787867E-05 
2.50462416174194555E-05 
7.55659210390302398E-04 
-2.52773829739878883E-04 
1.42158769426127443E-04 
-5.60904071176703293E-04 
2.58104972275980912E-04 
3.67649590677304611E-05 
-1.41909678443872742E-03 
-3.41375603801675369E-04 
1.45034580275362379E-03 
2.55900509647581957E-03 
-6.69290009075849891E-04 
3.39695302362133609E-03 
-2.73226697969519315E-03 
-1.29925832711851800E-03 
-5.61792350827473278E-04 
-1.77156757983568038E-04 
1.42139697198369417E-03 
-9.74431925134254355E-04 
8.58540122461909540E-05 
8.60325572972739947E-05 
5.46556745142124452E-04 
1.21348482784791037E-03 
-3.76050533330339533E-04 
6.44709938589545424E-04 
5.05900659262699178E-05 
-3.77492368755987385E-04 
-1.46417162866670485E-04 
-9.06650259824770072E-05 
-2.36310075935123931E-04 
-5.10229262706040037E-04 
-7.45333856993310071E-05 
1.15850388850918476E-04 
2.01171137485774680E-04 
-3.22699360497888182E-04 
-3.28196596704259219E-05 
-4.58274383093568068E-05 
8.23373494168759345E-06 
6.32375312258767416E-05 
1.07139127734031528E-04 
-1.83818438070381410E-04 
8.88162734196087022E-05 
-3.04385426953866913E-06 
-4.18358998515041980E-05 
3.62071499928895026E-07 
-3.39737416761262364E-06 
-9.88404778282772530E-06 
-5.10938957306272237E-05 
-1.95551039421155195E-05 
-1.63683914186613208E-05 
3.28902957664193992E-06 
6.49109164987626244E-05 
-3.16274160427786792E-05 
7.27959896234139407E-06 
2.04042223250288125E-05 
-1.56157222014286027E-05 
3.01083697088102855E-05 
2.05043776602314115E-05 
-1.93153025084400173E-05 
3.58586191710520436E-05 
-6.01812959153989913E-06 
1.16282266873544611E-05 
3.68872781299676866E-05 
-3.21209201547724155E-05 
2.62759265699397572E-05 
-4.90831393087858620E-06 
4.08553304204594931E-06 
-5.48144131336007539E-06 
-4.83535590099371303E-07 
-2.25808624599146774E-06 
2.92091614434993748E-05 
-1.04824982175570442E-05 
-1.26219211367069450E-06 
3.02180047138679011E-06 
1.08316188874778818E-05 
2.58409838799679283E-05 
1.01363397010810417E-06 
9.15768440093192064E-06 
4.20318961147731022E-06 
-5.11058716789292643E-06 
-3.88378743146702498E-06 
2.34926433435064676E-06 
1.23116855484376195E-07 
2.01220701842389745E-06 
4.62414329897212326E-06 
-4.01274155556014437E-06 
-2.54474040186776649E-06 
4.90140536547776647E-06 
-2.34878929776406427E-06 
-7.90089397103646590E-07 
3.23136614297921190E-06 
-3.06587134445998841E-06 
4.71995657548449214E-08 
1.28387130169337405E-06 
-8.53336280483078566E-06 
-6.15720100338071382E-06 
1.20859237102190927E-06 
-2.07179567409179671E-07 
-1.10722521743161002E-05 
5.28503805496060861E-06 
-4.75195459819245715E-06 
4.81947888555987579E-06 
2.37336522697985944E-06 
-7.41682411348253306E-06 
1.69570086223684457E-07 
2.64889466654027243E-06 
1.75441998630852663E-06 
2.73512993844490897E-06 
-1.40035497274003756E-08 
-5.14243423618066724E-06 
3.01225349547575269E-07 
1.97692795795070825E-06 
1.66400047096152711E-06 
-4.98230115456429534E-06 
-1.22599158689367499E-06 
3.12221474192556004E-06 
-1.97055755487294348E-06 
-3.36850021288761297E-06 
1.75016852347139845E-06 
-7.12198820612723086E-07 
-1.74332383874834426E-06 
1.21581916454740661E-06 
5.52362613248205224E-07 
1.36272671649676177E-06 
-3.41764647500324449E-08 
-5.96661431097081834E-07 
-1.50021129066588620E-05 
1.12622134842131595E-04 
-1.34740081776310984E-05 
1.00281651947183293E-07 
-8.84455457614876097E-07 
-9.34627927055019683E-08 
-1.74346709716465461E-06 
9.32499171092062558E-07 
-8.05861611960733738E-07 
-2.50370592394531868E-07 
-5.46784761824749935E-07 
6.60069877226421050E-07 
-9.29524195856553861E-07 
5.92533262238374156E-08 
2.37984069741133137E-07 
9.86497549739003982E-09 
1.51908614982889055E-07 
-2.41852770783163911E-07 
-5.79284873255646380E-08 
-5.50845296848061254E-08 
7.67819348487925964E-08 
2.70605800640708311E-08 
4.75603704027272552E-06 
1.55711838127552428E-05 
-1.91512546413168657E-05 
3.09030430764435746E-05 
2.22790233470006172E-05 
-1.73217509681622514E-04 
1.53466587618078813E-04 
2.62931446688513429E-04 
1.11004442663832235E-04 
-6.29882842328881082E-05 
2.33991749575490507E-04 
-6.11530233442128903E-04 
-7.92784774701651737E-06 
-1.64947089194184487E-04 
2.72489502406488536E-04 
8.34521139078319514E-05 
2.02761857014650604E-04 
-2.52432056614507487E-04 
3.21419916600352293E-04 
3.10106235831882819E-04 
-7.72551006984076305E-04 
1.12036336411202989E-03 
4.62696114504069708E-04 
3.41027156091427801E-04 
1.52409241756749870E-03 
3.88661563061217495E-04 
-1.13460010769783084E-03 
-3.45316329230807518E-04 
8.40142456688199079E-05 
1.38900182437913912E-03 
-6.97439494602732605E-05 
-1.26393922998845303E-04 
-8.56299123684469603E-04 
-3.98821207438184193E-04 
1.63514303358115856E-04 
-5.87773257255035455E-05 
-6.03398115332803948E-05 
-5.94434200681591700E-04 
9.20771821988070299E-04 
3.29986642826887472E-04 
2.78205586762956647E-04 
1.74890750433541860E-04 
8.24517962974239419E-05 
9.51201028842351727E-05 
-1.14890422838199248E-04 
4.81731314711876296E-05 
8.73031209424572082E-05 
-4.00070143571334071E-05 
1.59620258184871838E-05 
1.04802840073219745E-04 
-1.23859206524379806E-05 
1.81970407604087091E-06 
2.44334121019907154E-06 
-6.87544477946848903E-05 
-5.17307966059523799E-05 
5.63210722439078859E-06 
-4.40591733016288010E-07 
-2.78299997490983915E-05 
2.65433992541004631E-05 
-1.10021256850419425E-05 
-1.48795109131532483E-05 
-2.75776814404065951E-05 
-9.70260956425478628E-06 
7.47191923542735521E-06 
